id,text,category
-OZD-3BYm6oHd_b-FRIY,Screenshot_2025_0903_104519.jpg,unclear_insufficient_info
-OZEoM_Ly8RROIhdWLCs,no coin showed Screenshot_2025-09-03-19-13-14-29_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZExl2cw0OiqDn4f3Ft,very good  Screenshot_2025-09-03-19-54-06-83_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZHRX7yZXpNAd1BO2DY,Screenshot_20250904_072806.jpg,unclear_insufficient_info
-OZI92DusuOsR0swL5X_,Screenshot_2025_0904_104703.jpg,unclear_insufficient_info
-OZM3dfd0xQppKcEk9LJ,Screenshot_2025-09-05-05-01-51-30_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZM5SlGyOXIDB97LRGQ,Screenshot_20250905-050944.png,unclear_insufficient_info
-OZM7SJ4xd2tKfGj6Rv2,bitter guard மூத்தி உள்ளது  Screenshot_2025_0905_051734.jpg,unclear_insufficient_info
-OZMONm69iOM7S0c6Rrv,Screenshot_25680905_063227.jpg,unclear_insufficient_info
-OZMQhBhu5Yoz-Y6o2Hb,bill not delivered  Screenshot_2025-09-05-06-41-24-41_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZMdvRyNwzxlNcvrq82,,unclear_insufficient_info
-OZMeaIshv293dJ3pgvs,வெஜ் சரியியில்ல ப்ரோ  Screenshot_2025-09-05-07-45-06-01_21e8cabcf42c673ec340bb67ba55b55b.jpg,unclear_insufficient_info
-OZRGDCHuKkelb_lqVoP,Screenshot_20250906-051440.png,unclear_insufficient_info
-OZROl8dcYApyc2zLRfY,Screenshot_2025-09-06-05-52-11-58_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZRVd6uv-kjMacBvyFe,Screenshot_20250906_062213.jpg scaled_1000214645.jpg,unclear_insufficient_info
-OZRVlBLLNl__vHpply1,rate card not found Screenshot_2025-09-06-06-22-40-725_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZRfKV5tjr8F7jnqrH0,hzhs Screenshot_20250906-070856.jpg,unclear_insufficient_info
-OZS2zA77Qxej4OmuPVB,ennoda choice not working Screenshot_2025-09-06-08-56-35-730_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZSVWuJDeHeUY3cE_w4,Screenshot_2025_0906_110123.jpg,unclear_insufficient_info
-OZSVwIo-WYENwdm6L1F,Screenshot_20250906_110311.jpg,unclear_insufficient_info
-OZU8Y75VBOOZfRSqdhs,Screenshot_2025-09-06-18-39-57-38_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZWRu7NFS1fZv5pEFwb,Screenshot_2025-09-07-05-24-04-80_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZWeqkdEs-0SsjSAVoU,hj scaled_1000297932.jpg,unclear_insufficient_info
-OZWld6TQZUasEro3yf1,Screenshot_20250907-065435.jpg,unclear_insufficient_info
-OZX9rdPkcno-oMVA9ah,Screenshot_2025-09-07-08-44-40-910_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZXEzW8DxQCMdtGC39u,Screenshot_2025-09-07-09-06-53-961_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZXFd5zR_27UdlNZwAJ,Screenshot_2025-09-07-09-10-05-488_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZXMEnO9tt643PXIXbd,Screenshot_20250903_074302.jpg,unclear_insufficient_info
-OZZybMRuZZT1j09h8ED,Screenshot_2025-09-07-21-50-05-59_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZb3Orn87mG0KHWlpRU,sir auto receive supply ok  Screenshot_20250908-073331.jpg,unclear_insufficient_info
-OZb6_pPfBCRxLr5jQIb,,unclear_insufficient_info
-OZbG5vkBgjnkp3eRYFj,Screenshot_20250908_083014.jpg,unclear_insufficient_info
-OZbJALv-v1GtayM0gyc,sale not assigned  Screenshot_20250908_084316.jpg,unclear_insufficient_info
-OZbXB9wT1EkP6IheMrK,Screenshot_20250908-094456.jpg,unclear_insufficient_info
-OZfhuhul33hLhq5LEji,Screenshot_2025-09-09-05-14-27-328_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZfrJDUhOJbOYLRpvCJ,Screenshot_2025-09-09-05-55-35-773_com.wheelocity.wow_customer_pos.jpg scaled_1000289537.jpg,unclear_insufficient_info
-OZfrqxAFqv0mHfZCT1F,bill submit not working  Screenshot_2025-09-09-05-57-47-37_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZfrvuObTScBWtZCUzg,Screenshot_20250909-055814.jpg,unclear_insufficient_info
-OZfrwelWPbtZNH_CgOL,Screenshot_20250909_055820.jpg,unclear_insufficient_info
-OZfsa_vuzTynOl6mqvq,Screenshot_2025-09-09-06-01-12-389_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZfsxQY4jDGj094SgRb,rate card not found bug please slove  Screenshot_2025-09-09-06-02-33-98_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZfuVNVlFi1XAn_p_hB,Screenshot_2025-09-09-06-09-31-018_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZfwSh0VjVG92IxUhGi,Screenshot_2025-09-09-06-18-03-98_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000211052.jpg,unclear_insufficient_info
-OZfwhoSChpP3VmGKR__,Screenshot_2025-09-09-06-19-01-428_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZfwx_4k99hz9Eo1KC1,Screenshot_20250909_062020.jpg,unclear_insufficient_info
-OZfxc08tCxxNPmRZe5z,,unclear_insufficient_info
-OZfyP1ZMagirLr5Q-Mu,,unclear_insufficient_info
-OZfyaHdFy-lpMQbSCgF,Screenshot_20250909_062727.jpg,unclear_insufficient_info
-OZfyb5_rTtIR05Wy_nB,Screenshot_20250909_062731.jpg,unclear_insufficient_info
-OZgESdUAKHaHKKfYCSL,Screenshot_20250909_074110.jpg,unclear_insufficient_info
-OZgEbUBNPdmIahlEM_z,Screenshot_2025-09-09-07-41-48-44_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZgiDPSM4A91N6BavJi,Screenshot_2025-09-09-09-55-13-684_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZgidD40LzrwH_RnkjA,Screenshot_2025-09-09-09-57-18-56_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZglGXRcKOfpWjdiEP0,Screenshot_2025-09-09-10-08-46-23_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZgm9kmtfHvIVpNYLZj,Screenshot_2025-09-09-10-12-43-75_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZgxewJlRZ8MaR_BZ65,Screenshot_20250909_110304.jpg,unclear_insufficient_info
-OZh7ZPpXjIA6M_jujyi,Screenshot_2025-09-09-11-50-39-58_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZi0dcHuUlcTG2qFBmk,Screenshot_20250909_160002.jpg,unclear_insufficient_info
-OZiPUds8thKFl7n-HjN,Screenshot_2025-09-09-17-48-35-80_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZkuk4su8W44gdoPQif,Screenshot_20250910_052801.jpg scaled_1000140668.jpg,unclear_insufficient_info
-OZl-wlLrhKd1BBBBouS,net issue Screenshot_2025-09-10-05-55-44-81_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZl4JGqzxFGGckrc5iX,Screenshot_2025-09-10-06-14-52-09_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZl7e2JXNDwzJv6bFaf,Screenshot_20250910_062930.jpg,unclear_insufficient_info
-OZlSWSzG-pL68Qc6E-A,Screenshot_20250910_080029.jpg,unclear_insufficient_info
-OZlTqWuB6qg3iDs05jm,Screenshot_20250910_080628.jpg,unclear_insufficient_info
-OZlw5hl-DGqOcrljQS3,nsj Screenshot_2025_0910_101229.jpg,unclear_insufficient_info
-OZlycRKQK24yu8w9zMP,hdud Screenshot_2025-09-10-10-25-15-18_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-OZps-e1kBCb7lOHUPR6,Screenshot_20250911_043441.jpg,unclear_insufficient_info
-OZq8dEHADJqZh3_2xka,Screenshot_2025-09-11-05-51-55-640_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZqqy4zeTRuoaOA7271,Screenshot_2025-09-11-09-10-01-843_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-OZr896CS4IBOf0M0uSh,IMG_20250911_101054.jpg,unclear_insufficient_info
-OZrD2JzuvFb4DtUsa3d,Screenshot_2025-09-11-10-50-51-086_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-O_-kpaqzMo_-t2EVpVP,Screenshot_20250913_071919.jpg,unclear_insufficient_info
-O_07zpgquEwe7y-a9Pa,Screenshot_2025-09-13-09-02-48-20_8c6ef806cec84a986bc714a6285db756.jpg scaled_1000212518.jpg,unclear_insufficient_info
-O_0G0g0zq0BmlenmxYE,Screenshot_2025-09-13-09-39-56-468_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-O_5-A_kqmJwku68U14z,Screenshot_2025-09-14-07-44-27-100_com.wheelocity.wow_customer_pos.jpg,unclear_insufficient_info
-O_FwFrHu1yXjeOlO1k0,Screenshot_2025-09-16-10-43-16-37_8c6ef806cec84a986bc714a6285db756.jpg,unclear_insufficient_info
-O_Giedq1U96nex6GYC-,Screenshot_20250916_142326.jpg,unclear_insufficient_info
